Data as of,Start Week,End Week,State,Condition Group,Condition,ICD10_codes,Age Group,COVID-19 Deaths,Number of Mentions,Flag
01/10/2021,01/04/2020,01/09/2021,US,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",45-54,5419,8404,
01/10/2021,01/04/2020,01/09/2021,US,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",55-64,13861,21534,
01/10/2021,01/04/2020,01/09/2021,US,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",65-74,25690,39434,
01/10/2021,01/04/2020,01/09/2021,US,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",75-84,31358,47146,
01/10/2021,01/04/2020,01/09/2021,US,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",85+,33573,50170,
01/10/2021,01/04/2020,01/09/2021,US,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",Not stated,4,8,
01/10/2021,01/04/2020,01/09/2021,US,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",All Ages,112997,171643,
01/10/2021,01/04/2020,01/09/2021,US,COVID-19,COVID-19,U071,0-24,610,610,
01/10/2021,01/04/2020,01/09/2021,US,COVID-19,COVID-19,U071,25-34,2175,2175,
01/10/2021,01/04/2020,01/09/2021,US,COVID-19,COVID-19,U071,35-44,5662,5662,
01/10/2021,01/04/2020,01/09/2021,US,COVID-19,COVID-19,U071,45-54,15339,15339,
01/10/2021,01/04/2020,01/09/2021,US,COVID-19,COVID-19,U071,55-64,38139,38139,
01/10/2021,01/04/2020,01/09/2021,US,COVID-19,COVID-19,U071,65-74,68686,68686,
01/10/2021,01/04/2020,01/09/2021,US,COVID-19,COVID-19,U071,75-84,88685,88685,
01/10/2021,01/04/2020,01/09/2021,US,COVID-19,COVID-19,U071,85+,103139,103139,
01/10/2021,01/04/2020,01/09/2021,US,COVID-19,COVID-19,U071,Not stated,6,6,
01/10/2021,01/04/2020,01/09/2021,US,COVID-19,COVID-19,U071,All Ages,322441,322441,
01/10/2021,01/04/2020,01/09/2021,AL,Respiratory diseases,Influenza and pneumonia,J09-J18,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,AL,Respiratory diseases,Influenza and pneumonia,J09-J18,25-34,20,21,
01/10/2021,01/04/2020,01/09/2021,AL,Respiratory diseases,Influenza and pneumonia,J09-J18,35-44,34,34,
01/10/2021,01/04/2020,01/09/2021,AL,Respiratory diseases,Influenza and pneumonia,J09-J18,45-54,90,91,
01/10/2021,01/04/2020,01/09/2021,AL,Respiratory diseases,Influenza and pneumonia,J09-J18,55-64,216,224,
01/10/2021,01/04/2020,01/09/2021,AL,Respiratory diseases,Influenza and pneumonia,J09-J18,65-74,442,444,
01/10/2021,01/04/2020,01/09/2021,AL,Respiratory diseases,Influenza and pneumonia,J09-J18,75-84,519,524,
01/10/2021,01/04/2020,01/09/2021,AL,Respiratory diseases,Influenza and pneumonia,J09-J18,85+,412,416,
01/10/2021,01/04/2020,01/09/2021,AL,Respiratory diseases,Influenza and pneumonia,J09-J18,Not stated,0,0,
01/10/2021,01/04/2020,01/09/2021,AL,Respiratory diseases,Influenza and pneumonia,J09-J18,All Ages,1734,1755,
01/10/2021,01/04/2020,01/09/2021,AL,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,0-24,0,0,
01/10/2021,01/04/2020,01/09/2021,AL,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,AL,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,35-44,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,AL,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,45-54,13,13,
01/10/2021,01/04/2020,01/09/2021,AL,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,55-64,46,46,
01/10/2021,01/04/2020,01/09/2021,AL,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,65-74,109,109,
01/10/2021,01/04/2020,01/09/2021,AL,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,75-84,122,129,
01/10/2021,01/04/2020,01/09/2021,AL,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,85+,74,76,
01/10/2021,01/04/2020,01/09/2021,AL,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,Not stated,0,0,
01/10/2021,01/04/2020,01/09/2021,AL,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,All Ages,370,379,
01/10/2021,01/04/2020,01/09/2021,AL,Respiratory diseases,Adult respiratory distress syndrome,J80,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,AL,Respiratory diseases,Adult respiratory distress syndrome,J80,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,AL,Respiratory diseases,Adult respiratory distress syndrome,J80,35-44,10,10,
01/10/2021,01/04/2020,01/09/2021,AL,Respiratory diseases,Adult respiratory distress syndrome,J80,45-54,36,36,
01/10/2021,01/04/2020,01/09/2021,AL,Respiratory diseases,Adult respiratory distress syndrome,J80,55-64,68,68,
01/10/2021,01/04/2020,01/09/2021,AL,Respiratory diseases,Adult respiratory distress syndrome,J80,65-74,121,121,
01/10/2021,01/04/2020,01/09/2021,AL,Respiratory diseases,Adult respiratory distress syndrome,J80,75-84,92,92,
01/10/2021,01/04/2020,01/09/2021,AL,Respiratory diseases,Adult respiratory distress syndrome,J80,85+,23,23,
01/10/2021,01/04/2020,01/09/2021,AL,Respiratory diseases,Adult respiratory distress syndrome,J80,Not stated,0,0,
01/10/2021,01/04/2020,01/09/2021,AL,Respiratory diseases,Adult respiratory distress syndrome,J80,All Ages,359,359,
01/10/2021,01/04/2020,01/09/2021,AL,Respiratory diseases,Respiratory failure,J96,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,AL,Respiratory diseases,Respiratory failure,J96,25-34,14,14,
01/10/2021,01/04/2020,01/09/2021,AL,Respiratory diseases,Respiratory failure,J96,35-44,41,43,
01/10/2021,01/04/2020,01/09/2021,AL,Respiratory diseases,Respiratory failure,J96,45-54,143,148,
01/10/2021,01/04/2020,01/09/2021,AL,Respiratory diseases,Respiratory failure,J96,55-64,300,304,
01/10/2021,01/04/2020,01/09/2021,AL,Respiratory diseases,Respiratory failure,J96,65-74,579,589,
01/10/2021,01/04/2020,01/09/2021,AL,Respiratory diseases,Respiratory failure,J96,75-84,653,661,
01/10/2021,01/04/2020,01/09/2021,AL,Respiratory diseases,Respiratory failure,J96,85+,436,445,
01/10/2021,01/04/2020,01/09/2021,AL,Respiratory diseases,Respiratory failure,J96,Not stated,0,0,
01/10/2021,01/04/2020,01/09/2021,AL,Respiratory diseases,Respiratory failure,J96,All Ages,2171,2209,
01/10/2021,01/04/2020,01/09/2021,AL,Respiratory diseases,Respiratory arrest,R09.2,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,AL,Respiratory diseases,Respiratory arrest,R09.2,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,AL,Respiratory diseases,Respiratory arrest,R09.2,35-44,12,12,
01/10/2021,01/04/2020,01/09/2021,AL,Respiratory diseases,Respiratory arrest,R09.2,45-54,27,27,
01/10/2021,01/04/2020,01/09/2021,AL,Respiratory diseases,Respiratory arrest,R09.2,55-64,74,74,
01/10/2021,01/04/2020,01/09/2021,AL,Respiratory diseases,Respiratory arrest,R09.2,65-74,117,117,
01/10/2021,01/04/2020,01/09/2021,AL,Respiratory diseases,Respiratory arrest,R09.2,75-84,105,105,
01/10/2021,01/04/2020,01/09/2021,AL,Respiratory diseases,Respiratory arrest,R09.2,85+,92,92,
01/10/2021,01/04/2020,01/09/2021,AL,Respiratory diseases,Respiratory arrest,R09.2,Not stated,0,0,
01/10/2021,01/04/2020,01/09/2021,AL,Respiratory diseases,Respiratory arrest,R09.2,All Ages,431,431,
01/10/2021,01/04/2020,01/09/2021,AL,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",0-24,0,0,
01/10/2021,01/04/2020,01/09/2021,AL,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,AL,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",35-44,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,AL,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",45-54,14,14,
01/10/2021,01/04/2020,01/09/2021,AL,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",55-64,29,29,
01/10/2021,01/04/2020,01/09/2021,AL,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",65-74,54,57,
01/10/2021,01/04/2020,01/09/2021,AL,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",75-84,43,45,
01/10/2021,01/04/2020,01/09/2021,AL,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",85+,43,43,
01/10/2021,01/04/2020,01/09/2021,AL,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",Not stated,0,0,
01/10/2021,01/04/2020,01/09/2021,AL,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",All Ages,190,197,
01/10/2021,01/04/2020,01/09/2021,AL,Circulatory diseases,Hypertensive diseases,I10-I15,0-24,0,0,
01/10/2021,01/04/2020,01/09/2021,AL,Circulatory diseases,Hypertensive diseases,I10-I15,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,AL,Circulatory diseases,Hypertensive diseases,I10-I15,35-44,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,AL,Circulatory diseases,Hypertensive diseases,I10-I15,45-54,29,29,
01/10/2021,01/04/2020,01/09/2021,AL,Circulatory diseases,Hypertensive diseases,I10-I15,55-64,79,79,
01/10/2021,01/04/2020,01/09/2021,AL,Circulatory diseases,Hypertensive diseases,I10-I15,65-74,139,141,
01/10/2021,01/04/2020,01/09/2021,AL,Circulatory diseases,Hypertensive diseases,I10-I15,75-84,145,147,
01/10/2021,01/04/2020,01/09/2021,AL,Circulatory diseases,Hypertensive diseases,I10-I15,85+,162,166,
01/10/2021,01/04/2020,01/09/2021,AL,Circulatory diseases,Hypertensive diseases,I10-I15,Not stated,0,0,
01/10/2021,01/04/2020,01/09/2021,AL,Circulatory diseases,Hypertensive diseases,I10-I15,All Ages,561,569,
01/10/2021,01/04/2020,01/09/2021,AL,Circulatory diseases,Ischemic heart disease,I20-I25,0-24,0,0,
01/10/2021,01/04/2020,01/09/2021,AL,Circulatory diseases,Ischemic heart disease,I20-I25,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,AL,Circulatory diseases,Ischemic heart disease,I20-I25,35-44,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,AL,Circulatory diseases,Ischemic heart disease,I20-I25,45-54,11,12,
01/10/2021,01/04/2020,01/09/2021,AL,Circulatory diseases,Ischemic heart disease,I20-I25,55-64,46,54,
01/10/2021,01/04/2020,01/09/2021,AL,Circulatory diseases,Ischemic heart disease,I20-I25,65-74,130,142,
01/10/2021,01/04/2020,01/09/2021,AL,Circulatory diseases,Ischemic heart disease,I20-I25,75-84,142,149,
01/10/2021,01/04/2020,01/09/2021,AL,Circulatory diseases,Ischemic heart disease,I20-I25,85+,144,152,
01/10/2021,01/04/2020,01/09/2021,AL,Circulatory diseases,Ischemic heart disease,I20-I25,Not stated,0,0,
01/10/2021,01/04/2020,01/09/2021,AL,Circulatory diseases,Ischemic heart disease,I20-I25,All Ages,477,513,
01/10/2021,01/04/2020,01/09/2021,AL,Circulatory diseases,Cardiac arrest,I46,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,AL,Circulatory diseases,Cardiac arrest,I46,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,AL,Circulatory diseases,Cardiac arrest,I46,35-44,24,24,
01/10/2021,01/04/2020,01/09/2021,AL,Circulatory diseases,Cardiac arrest,I46,45-54,48,48,
01/10/2021,01/04/2020,01/09/2021,AL,Circulatory diseases,Cardiac arrest,I46,55-64,146,146,
01/10/2021,01/04/2020,01/09/2021,AL,Circulatory diseases,Cardiac arrest,I46,65-74,209,209,
01/10/2021,01/04/2020,01/09/2021,AL,Circulatory diseases,Cardiac arrest,I46,75-84,195,195,
01/10/2021,01/04/2020,01/09/2021,AL,Circulatory diseases,Cardiac arrest,I46,85+,140,140,
01/10/2021,01/04/2020,01/09/2021,AL,Circulatory diseases,Cardiac arrest,I46,Not stated,0,0,
01/10/2021,01/04/2020,01/09/2021,AL,Circulatory diseases,Cardiac arrest,I46,All Ages,770,770,
01/10/2021,01/04/2020,01/09/2021,AL,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,AL,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,AL,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",35-44,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,AL,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",45-54,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,AL,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",55-64,40,41,
01/10/2021,01/04/2020,01/09/2021,AL,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",65-74,76,81,
01/10/2021,01/04/2020,01/09/2021,AL,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",75-84,117,121,
01/10/2021,01/04/2020,01/09/2021,AL,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",85+,108,111,
01/10/2021,01/04/2020,01/09/2021,AL,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",Not stated,0,0,
01/10/2021,01/04/2020,01/09/2021,AL,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",All Ages,355,368,
01/10/2021,01/04/2020,01/09/2021,AL,Circulatory diseases,Heart failure,I50,0-24,0,0,
01/10/2021,01/04/2020,01/09/2021,AL,Circulatory diseases,Heart failure,I50,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,AL,Circulatory diseases,Heart failure,I50,35-44,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,AL,Circulatory diseases,Heart failure,I50,45-54,10,10,
01/10/2021,01/04/2020,01/09/2021,AL,Circulatory diseases,Heart failure,I50,55-64,30,30,
01/10/2021,01/04/2020,01/09/2021,AL,Circulatory diseases,Heart failure,I50,65-74,71,71,
01/10/2021,01/04/2020,01/09/2021,AL,Circulatory diseases,Heart failure,I50,75-84,107,107,
01/10/2021,01/04/2020,01/09/2021,AL,Circulatory diseases,Heart failure,I50,85+,122,122,
01/10/2021,01/04/2020,01/09/2021,AL,Circulatory diseases,Heart failure,I50,Not stated,0,0,
01/10/2021,01/04/2020,01/09/2021,AL,Circulatory diseases,Heart failure,I50,All Ages,346,346,
01/10/2021,01/04/2020,01/09/2021,AL,Circulatory diseases,Cerebrovascular diseases,I60-I69,0-24,0,0,
01/10/2021,01/04/2020,01/09/2021,AL,Circulatory diseases,Cerebrovascular diseases,I60-I69,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,AL,Circulatory diseases,Cerebrovascular diseases,I60-I69,35-44,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,AL,Circulatory diseases,Cerebrovascular diseases,I60-I69,45-54,11,12,
01/10/2021,01/04/2020,01/09/2021,AL,Circulatory diseases,Cerebrovascular diseases,I60-I69,55-64,24,25,
01/10/2021,01/04/2020,01/09/2021,AL,Circulatory diseases,Cerebrovascular diseases,I60-I69,65-74,64,65,
01/10/2021,01/04/2020,01/09/2021,AL,Circulatory diseases,Cerebrovascular diseases,I60-I69,75-84,62,62,
01/10/2021,01/04/2020,01/09/2021,AL,Circulatory diseases,Cerebrovascular diseases,I60-I69,85+,71,71,
01/10/2021,01/04/2020,01/09/2021,AL,Circulatory diseases,Cerebrovascular diseases,I60-I69,Not stated,0,0,
01/10/2021,01/04/2020,01/09/2021,AL,Circulatory diseases,Cerebrovascular diseases,I60-I69,All Ages,235,238,
01/10/2021,01/04/2020,01/09/2021,AL,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,AL,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,AL,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",35-44,13,13,
01/10/2021,01/04/2020,01/09/2021,AL,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",45-54,20,21,
01/10/2021,01/04/2020,01/09/2021,AL,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",55-64,49,52,
01/10/2021,01/04/2020,01/09/2021,AL,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",65-74,60,70,
01/10/2021,01/04/2020,01/09/2021,AL,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",75-84,90,98,
01/10/2021,01/04/2020,01/09/2021,AL,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",85+,69,75,
01/10/2021,01/04/2020,01/09/2021,AL,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",Not stated,0,0,
